Nama_Kota,Curah_Hujan_(mm),Produksi_Padi_2021,Produksi_Padi_2022,Produksi_Padi_2023
Kota Pasuruan,0.21,"264950,78","247255,72","260061,94"
Kota Pasuruan,0.21,"8304,59","7293,69","8020,03"
Kota Probolinggo,1.13,"190180,14","185412,51","201044,34"
Kota Probolinggo,1.13,"8924,08","8103,92","7502,06"
Kota Surabaya,1.35,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,2.67,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,8.33,"513490,07","462205,98","454768,46"
Kabupaten Blitar,7.75,"247366,27","215482,79","240224,41"
Kabupaten Blitar,7.75,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,2.74,674002,"704288,94","705962,63"
Kabupaten Bondowoso,15.58,"258951,46","238677,65","247778,74"
Kabupaten Gresik,1.83,"379666,19","411242,2","417428,58"
Kabupaten Jember,8.69,"615697,87","607371,19","616725,77"
Kabupaten Jombang,7.78,"326826,64","337172,14","346873,45"
Kabupaten Kediri,5.67,"198222,01","168853,55","183533,76"
Kabupaten Kediri,5.67,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,1.83,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,7.48,"295075,52","300829,01","308646,08"
Kabupaten Madiun,3.64,"461798,12","401573,69","437593,08"
Kabupaten Madiun,3.64,"13505,81","11453,92","12169,62"
Kabupaten Magetan,3.64,"307279,68","266699,89","280592,09"
Kabupaten Malang,14.13,"273358,61","271606,78","279365,91"
Kabupaten Malang,14.13,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,7.77,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,7.77,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,6.78,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,3.64,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,2.38,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,2.92,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,8.55,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,8.55,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,6.09,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,10.19,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,10.19,"8924,08","8103,92","7502,06"
Kabupaten Sampang,3.73,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,0.95,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,7.37,"151157,12",141628,"157273,25"
Kabupaten Sumenep,0.23,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,5.68,"116456,34","115758,01","114874,53"
Kabupaten Tuban,2.74,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,5.68,"237916,96","207217,26","235502,11"
Kota Batu,18.62,"5750,19","6762,57","4862,81"
Kota Blitar,7.75,"247366,27","215482,79","240224,41"
Kota Blitar,7.75,"5793,3","5212,13","5636,68"
Kota Kediri,5.67,"198222,01","168853,55","183533,76"
Kota Kediri,5.67,"9534,86","10197,5","8271,57"
Kota Madiun,3.64,"461798,12","401573,69","437593,08"
Kota Madiun,3.64,"13505,81","11453,92","12169,62"
Kota Malang,24.01,"273358,61","271606,78","279365,91"
Kota Malang,24.01,"11311,4","10771,15","10318,57"
Kota Mojokerto,7.77,"297042,32","281829,41","302890,75"
Kota Mojokerto,7.77,"4414,93","5032,96","3292,78"
Kota Pasuruan,8.55,"264950,78","247255,72","260061,94"
Kota Pasuruan,8.55,"8304,59","7293,69","8020,03"
Kota Probolinggo,10.19,"190180,14","185412,51","201044,34"
Kota Probolinggo,10.19,"8924,08","8103,92","7502,06"
Kota Surabaya,0.95,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,20.11,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,6.25,"513490,07","462205,98","454768,46"
Kabupaten Blitar,23.31,"247366,27","215482,79","240224,41"
Kabupaten Blitar,23.31,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,11.11,674002,"704288,94","705962,63"
Kabupaten Bondowoso,14.41,"258951,46","238677,65","247778,74"
Kabupaten Gresik,39.48,"379666,19","411242,2","417428,58"
Kabupaten Jember,9.47,"615697,87","607371,19","616725,77"
Kabupaten Jombang,28.03,"326826,64","337172,14","346873,45"
Kabupaten Kediri,34.54,"198222,01","168853,55","183533,76"
Kabupaten Kediri,34.54,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,39.48,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,11.4,"295075,52","300829,01","308646,08"
Kabupaten Madiun,24.62,"461798,12","401573,69","437593,08"
Kabupaten Madiun,24.62,"13505,81","11453,92","12169,62"
Kabupaten Magetan,24.62,"307279,68","266699,89","280592,09"
Kabupaten Malang,27.48,"273358,61","271606,78","279365,91"
Kabupaten Malang,27.48,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,35.17,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,35.17,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,27.59,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,24.62,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,9.95,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,23.6,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,30.53,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,30.53,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,29.69,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,20.42,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,20.42,"8924,08","8103,92","7502,06"
Kabupaten Sampang,33.99,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,48.85,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,11.6,"151157,12",141628,"157273,25"
Kabupaten Sumenep,19.0,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,29.88,"116456,34","115758,01","114874,53"
Kabupaten Tuban,11.11,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,29.88,"237916,96","207217,26","235502,11"
Kota Batu,70.25,"5750,19","6762,57","4862,81"
Kota Blitar,23.31,"247366,27","215482,79","240224,41"
Kota Blitar,23.31,"5793,3","5212,13","5636,68"
Kota Kediri,34.54,"198222,01","168853,55","183533,76"
Kota Kediri,34.54,"9534,86","10197,5","8271,57"
Kota Madiun,24.62,"461798,12","401573,69","437593,08"
Kota Madiun,24.62,"13505,81","11453,92","12169,62"
Kota Malang,44.49,"273358,61","271606,78","279365,91"
Kota Malang,44.49,"11311,4","10771,15","10318,57"
Kota Mojokerto,35.17,"297042,32","281829,41","302890,75"
Kota Mojokerto,35.17,"4414,93","5032,96","3292,78"
Kota Pasuruan,30.53,"264950,78","247255,72","260061,94"
Kota Pasuruan,30.53,"8304,59","7293,69","8020,03"
Kota Probolinggo,20.42,"190180,14","185412,51","201044,34"
Kota Probolinggo,20.42,"8924,08","8103,92","7502,06"
Kota Surabaya,48.85,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,7.92,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,18.8,"513490,07","462205,98","454768,46"
Kabupaten Blitar,24.4,"247366,27","215482,79","240224,41"
Kabupaten Blitar,24.4,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,7.99,674002,"704288,94","705962,63"
Kabupaten Bondowoso,15.36,"258951,46","238677,65","247778,74"
Kabupaten Gresik,7.87,"379666,19","411242,2","417428,58"
Kabupaten Jember,18.71,"615697,87","607371,19","616725,77"
Kabupaten Jombang,16.04,"326826,64","337172,14","346873,45"
Kabupaten Kediri,18.25,"198222,01","168853,55","183533,76"
Kabupaten Kediri,18.25,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,7.87,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,13.02,"295075,52","300829,01","308646,08"
Kabupaten Madiun,18.6,"461798,12","401573,69","437593,08"
Kabupaten Madiun,18.6,"13505,81","11453,92","12169,62"
Kabupaten Magetan,18.6,"307279,68","266699,89","280592,09"
Kabupaten Malang,34.63,"273358,61","271606,78","279365,91"
Kabupaten Malang,34.63,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,6.7,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,6.7,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,18.24,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,18.6,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,27.94,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,6.54,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,4.98,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,4.98,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,22.37,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,3.59,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,3.59,"8924,08","8103,92","7502,06"
Kabupaten Sampang,8.19,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,6.42,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,2.28,"151157,12",141628,"157273,25"
Kabupaten Sumenep,3.38,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,25.52,"116456,34","115758,01","114874,53"
Kabupaten Tuban,7.99,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,25.52,"237916,96","207217,26","235502,11"
Kota Batu,34.53,"5750,19","6762,57","4862,81"
Kota Blitar,24.4,"247366,27","215482,79","240224,41"
Kota Blitar,24.4,"5793,3","5212,13","5636,68"
Kota Kediri,18.25,"198222,01","168853,55","183533,76"
Kota Kediri,18.25,"9534,86","10197,5","8271,57"
Kota Madiun,18.6,"461798,12","401573,69","437593,08"
Kota Madiun,18.6,"13505,81","11453,92","12169,62"
Kota Malang,31.78,"273358,61","271606,78","279365,91"
Kota Malang,31.78,"11311,4","10771,15","10318,57"
Kota Mojokerto,6.7,"297042,32","281829,41","302890,75"
Kota Mojokerto,6.7,"4414,93","5032,96","3292,78"
Kota Pasuruan,4.98,"264950,78","247255,72","260061,94"
Kota Pasuruan,4.98,"8304,59","7293,69","8020,03"
Kota Probolinggo,3.59,"190180,14","185412,51","201044,34"
Kota Probolinggo,3.59,"8924,08","8103,92","7502,06"
Kota Surabaya,6.42,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,5.03,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,2.96,"513490,07","462205,98","454768,46"
Kabupaten Blitar,22.0,"247366,27","215482,79","240224,41"
Kabupaten Blitar,22.0,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,16.87,674002,"704288,94","705962,63"
Kabupaten Bondowoso,8.04,"258951,46","238677,65","247778,74"
Kabupaten Gresik,7.23,"379666,19","411242,2","417428,58"
Kabupaten Jember,8.05,"615697,87","607371,19","616725,77"
Kabupaten Jombang,17.65,"326826,64","337172,14","346873,45"
Kabupaten Kediri,21.6,"198222,01","168853,55","183533,76"
Kabupaten Kediri,21.6,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,7.23,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,8.84,"295075,52","300829,01","308646,08"
Kabupaten Madiun,24.6,"461798,12","401573,69","437593,08"
Kabupaten Madiun,24.6,"13505,81","11453,92","12169,62"
Kabupaten Magetan,24.6,"307279,68","266699,89","280592,09"
Kabupaten Malang,21.18,"273358,61","271606,78","279365,91"
Kabupaten Malang,21.18,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,7.99,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,7.99,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,19.42,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,24.6,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,27.52,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,0.2,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,3.49,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,3.49,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,30.19,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,3.05,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,3.05,"8924,08","8103,92","7502,06"
Kabupaten Sampang,0.93,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,5.07,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,1.88,"151157,12",141628,"157273,25"
Kabupaten Sumenep,0.08,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,19.77,"116456,34","115758,01","114874,53"
Kabupaten Tuban,16.87,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,19.77,"237916,96","207217,26","235502,11"
Kota Batu,20.1,"5750,19","6762,57","4862,81"
Kota Blitar,22.0,"247366,27","215482,79","240224,41"
Kota Blitar,22.0,"5793,3","5212,13","5636,68"
Kota Kediri,21.6,"198222,01","168853,55","183533,76"
Kota Kediri,21.6,"9534,86","10197,5","8271,57"
Kota Madiun,24.6,"461798,12","401573,69","437593,08"
Kota Madiun,24.6,"13505,81","11453,92","12169,62"
Kota Malang,15.35,"273358,61","271606,78","279365,91"
Kota Malang,15.35,"11311,4","10771,15","10318,57"
Kota Mojokerto,7.99,"297042,32","281829,41","302890,75"
Kota Mojokerto,7.99,"4414,93","5032,96","3292,78"
Kota Pasuruan,3.49,"264950,78","247255,72","260061,94"
Kota Pasuruan,3.49,"8304,59","7293,69","8020,03"
Kota Probolinggo,3.05,"190180,14","185412,51","201044,34"
Kota Probolinggo,3.05,"8924,08","8103,92","7502,06"
Kota Surabaya,5.07,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,12.01,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,10.87,"513490,07","462205,98","454768,46"
Kabupaten Blitar,27.18,"247366,27","215482,79","240224,41"
Kabupaten Blitar,27.18,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,17.1,674002,"704288,94","705962,63"
Kabupaten Bondowoso,13.8,"258951,46","238677,65","247778,74"
Kabupaten Gresik,17.62,"379666,19","411242,2","417428,58"
Kabupaten Jember,14.8,"615697,87","607371,19","616725,77"
Kabupaten Jombang,22.84,"326826,64","337172,14","346873,45"
Kabupaten Kediri,25.77,"198222,01","168853,55","183533,76"
Kabupaten Kediri,25.77,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,17.62,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,9.82,"295075,52","300829,01","308646,08"
Kabupaten Madiun,22.7,"461798,12","401573,69","437593,08"
Kabupaten Madiun,22.7,"13505,81","11453,92","12169,62"
Kabupaten Magetan,22.7,"307279,68","266699,89","280592,09"
Kabupaten Malang,46.03,"273358,61","271606,78","279365,91"
Kabupaten Malang,46.03,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,19.34,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,19.34,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,22.96,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,22.7,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,24.82,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,10.2,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,8.95,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,8.95,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,28.73,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,1.7,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,1.7,"8924,08","8103,92","7502,06"
Kabupaten Sampang,9.94,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,16.33,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,4.99,"151157,12",141628,"157273,25"
Kabupaten Sumenep,6.37,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,30.64,"116456,34","115758,01","114874,53"
Kabupaten Tuban,17.1,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,30.64,"237916,96","207217,26","235502,11"
Kota Batu,24.78,"5750,19","6762,57","4862,81"
Kota Blitar,27.18,"247366,27","215482,79","240224,41"
Kota Blitar,27.18,"5793,3","5212,13","5636,68"
Kota Kediri,25.77,"198222,01","168853,55","183533,76"
Kota Kediri,25.77,"9534,86","10197,5","8271,57"
Kota Madiun,22.7,"461798,12","401573,69","437593,08"
Kota Madiun,22.7,"13505,81","11453,92","12169,62"
Kota Malang,26.52,"273358,61","271606,78","279365,91"
Kota Malang,26.52,"11311,4","10771,15","10318,57"
Kota Mojokerto,19.34,"297042,32","281829,41","302890,75"
Kota Mojokerto,19.34,"4414,93","5032,96","3292,78"
Kota Pasuruan,8.95,"264950,78","247255,72","260061,94"
Kota Pasuruan,8.95,"8304,59","7293,69","8020,03"
Kota Probolinggo,1.7,"190180,14","185412,51","201044,34"
Kota Probolinggo,1.7,"8924,08","8103,92","7502,06"
Kota Surabaya,16.33,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,11.97,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,1.92,"513490,07","462205,98","454768,46"
Kabupaten Blitar,1.81,"247366,27","215482,79","240224,41"
Kabupaten Blitar,1.81,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,17.93,674002,"704288,94","705962,63"
Kabupaten Bondowoso,6.97,"258951,46","238677,65","247778,74"
Kabupaten Gresik,11.64,"379666,19","411242,2","417428,58"
Kabupaten Jember,2.96,"615697,87","607371,19","616725,77"
Kabupaten Jombang,20.83,"326826,64","337172,14","346873,45"
Kabupaten Kediri,9.53,"198222,01","168853,55","183533,76"
Kabupaten Kediri,9.53,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,11.64,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,3.07,"295075,52","300829,01","308646,08"
Kabupaten Madiun,4.95,"461798,12","401573,69","437593,08"
Kabupaten Madiun,4.95,"13505,81","11453,92","12169,62"
Kabupaten Magetan,4.95,"307279,68","266699,89","280592,09"
Kabupaten Malang,7.64,"273358,61","271606,78","279365,91"
Kabupaten Malang,7.64,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,22.81,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,22.81,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,12.11,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,4.95,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,0.76,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,11.22,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,7.78,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,7.78,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,7.24,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,2.9,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,2.9,"8924,08","8103,92","7502,06"
Kabupaten Sampang,11.29,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,9.49,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,9.78,"151157,12",141628,"157273,25"
Kabupaten Sumenep,5.43,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,2.89,"116456,34","115758,01","114874,53"
Kabupaten Tuban,17.93,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,2.89,"237916,96","207217,26","235502,11"
Kota Batu,11.87,"5750,19","6762,57","4862,81"
Kota Blitar,1.81,"247366,27","215482,79","240224,41"
Kota Blitar,1.81,"5793,3","5212,13","5636,68"
Kota Kediri,9.53,"198222,01","168853,55","183533,76"
Kota Kediri,9.53,"9534,86","10197,5","8271,57"
Kota Madiun,4.95,"461798,12","401573,69","437593,08"
Kota Madiun,4.95,"13505,81","11453,92","12169,62"
Kota Malang,30.33,"273358,61","271606,78","279365,91"
Kota Malang,30.33,"11311,4","10771,15","10318,57"
Kota Mojokerto,22.81,"297042,32","281829,41","302890,75"
Kota Mojokerto,22.81,"4414,93","5032,96","3292,78"
Kota Pasuruan,7.78,"264950,78","247255,72","260061,94"
Kota Pasuruan,7.78,"8304,59","7293,69","8020,03"
Kota Probolinggo,2.9,"190180,14","185412,51","201044,34"
Kota Probolinggo,2.9,"8924,08","8103,92","7502,06"
Kota Surabaya,9.49,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,3.7,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,7.41,"513490,07","462205,98","454768,46"
Kabupaten Blitar,0.28,"247366,27","215482,79","240224,41"
Kabupaten Blitar,0.28,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,12.02,674002,"704288,94","705962,63"
Kabupaten Bondowoso,4.24,"258951,46","238677,65","247778,74"
Kabupaten Gresik,5.08,"379666,19","411242,2","417428,58"
Kabupaten Jember,2.48,"615697,87","607371,19","616725,77"
Kabupaten Jombang,1.18,"326826,64","337172,14","346873,45"
Kabupaten Kediri,0.73,"198222,01","168853,55","183533,76"
Kabupaten Kediri,0.73,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,5.08,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,3.55,"295075,52","300829,01","308646,08"
Kabupaten Madiun,4.01,"461798,12","401573,69","437593,08"
Kabupaten Madiun,4.01,"13505,81","11453,92","12169,62"
Kabupaten Magetan,4.01,"307279,68","266699,89","280592,09"
Kabupaten Malang,1.33,"273358,61","271606,78","279365,91"
Kabupaten Malang,1.33,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,4.01,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,4.01,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,2.25,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,4.01,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,0.14,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,9.58,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,5.98,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,5.98,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,2.29,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,3.72,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,3.72,"8924,08","8103,92","7502,06"
Kabupaten Sampang,10.62,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,6.37,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,1.94,"151157,12",141628,"157273,25"
Kabupaten Sumenep,6.89,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,0.5,"116456,34","115758,01","114874,53"
Kabupaten Tuban,12.02,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,0.5,"237916,96","207217,26","235502,11"
Kota Batu,3.46,"5750,19","6762,57","4862,81"
Kota Blitar,0.28,"247366,27","215482,79","240224,41"
Kota Blitar,0.28,"5793,3","5212,13","5636,68"
Kota Kediri,0.73,"198222,01","168853,55","183533,76"
Kota Kediri,0.73,"9534,86","10197,5","8271,57"
Kota Madiun,4.01,"461798,12","401573,69","437593,08"
Kota Madiun,4.01,"13505,81","11453,92","12169,62"
Kota Malang,2.24,"273358,61","271606,78","279365,91"
Kota Malang,2.24,"11311,4","10771,15","10318,57"
Kota Mojokerto,4.01,"297042,32","281829,41","302890,75"
Kota Mojokerto,4.01,"4414,93","5032,96","3292,78"
Kota Pasuruan,5.98,"264950,78","247255,72","260061,94"
Kota Pasuruan,5.98,"8304,59","7293,69","8020,03"
Kota Probolinggo,3.72,"190180,14","185412,51","201044,34"
Kota Probolinggo,3.72,"8924,08","8103,92","7502,06"
Kota Surabaya,6.37,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,3.7,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,7.41,"513490,07","462205,98","454768,46"
Kabupaten Blitar,0.28,"247366,27","215482,79","240224,41"
Kabupaten Blitar,0.28,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,12.02,674002,"704288,94","705962,63"
Kabupaten Bondowoso,4.24,"258951,46","238677,65","247778,74"
Kabupaten Gresik,5.08,"379666,19","411242,2","417428,58"
Kabupaten Jember,2.48,"615697,87","607371,19","616725,77"
Kabupaten Jombang,1.18,"326826,64","337172,14","346873,45"
Kabupaten Kediri,0.73,"198222,01","168853,55","183533,76"
Kabupaten Kediri,0.73,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,5.08,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,3.55,"295075,52","300829,01","308646,08"
Kabupaten Madiun,4.01,"461798,12","401573,69","437593,08"
Kabupaten Madiun,4.01,"13505,81","11453,92","12169,62"
Kabupaten Magetan,4.01,"307279,68","266699,89","280592,09"
Kabupaten Malang,1.33,"273358,61","271606,78","279365,91"
Kabupaten Malang,1.33,"11311,4","10771,15","10318,57"
Kabupaten Mojokerto,4.01,"297042,32","281829,41","302890,75"
Kabupaten Mojokerto,4.01,"4414,93","5032,96","3292,78"
Kabupaten Nganjuk,2.25,"429311,01","376476,43","418096,11"
Kabupaten Ngawi,4.01,"786475,65","755938,95","771251,37"
Kabupaten Pacitan,0.14,"88116,57","90428,21","92992,64"
Kabupaten Pamekasan,9.58,"96723,97","107648,71","108483,14"
Kabupaten Pasuruan,5.98,"264950,78","247255,72","260061,94"
Kabupaten Pasuruan,5.98,"8304,59","7293,69","8020,03"
Kabupaten Ponorogo,2.29,"404665,04","359413,77","392994,08"
Kabupaten Probolinggo,3.72,"190180,14","185412,51","201044,34"
Kabupaten Probolinggo,3.72,"8924,08","8103,92","7502,06"
Kabupaten Sampang,10.62,"195600,69","172494,38","167191,35"
Kabupaten Sidoarjo,6.37,"202501,4","194540,45","195855,35"
Kabupaten Situbondo,1.94,"151157,12",141628,"157273,25"
Kabupaten Sumenep,6.89,"221979,41","230581,31","217810,48"
Kabupaten Trenggalek,0.5,"116456,34","115758,01","114874,53"
Kabupaten Tuban,12.02,"489418,62","498938,59","501741,12"
Kabupaten Tulungagung,0.5,"237916,96","207217,26","235502,11"
Kota Batu,3.46,"5750,19","6762,57","4862,81"
Kota Blitar,0.28,"247366,27","215482,79","240224,41"
Kota Blitar,0.28,"5793,3","5212,13","5636,68"
Kota Kediri,0.73,"198222,01","168853,55","183533,76"
Kota Kediri,0.73,"9534,86","10197,5","8271,57"
Kota Madiun,4.01,"461798,12","401573,69","437593,08"
Kota Madiun,4.01,"13505,81","11453,92","12169,62"
Kota Malang,2.24,"273358,61","271606,78","279365,91"
Kota Malang,2.24,"11311,4","10771,15","10318,57"
Kota Mojokerto,4.01,"297042,32","281829,41","302890,75"
Kota Mojokerto,4.01,"4414,93","5032,96","3292,78"
Kota Pasuruan,5.98,"264950,78","247255,72","260061,94"
Kota Pasuruan,5.98,"8304,59","7293,69","8020,03"
Kota Probolinggo,3.72,"190180,14","185412,51","201044,34"
Kota Probolinggo,3.72,"8924,08","8103,92","7502,06"
Kota Surabaya,6.37,"9832,67","8117,31","8068,88"
Kabupaten Bangkalan,29.4,"195323,29","198122,71","186257,96"
Kabupaten Banyuwangi,42.73,"513490,07","462205,98","454768,46"
Kabupaten Blitar,116.06,"247366,27","215482,79","240224,41"
Kabupaten Blitar,116.06,"5793,3","5212,13","5636,68"
Kabupaten Bojonegoro,32.32,674002,"704288,94","705962,63"
Kabupaten Bondowoso,31.17,"258951,46","238677,65","247778,74"
Kabupaten Gresik,28.23,"379666,19","411242,2","417428,58"
Kabupaten Jember,40.25,"615697,87","607371,19","616725,77"
Kabupaten Jombang,66.52,"326826,64","337172,14","346873,45"
Kabupaten Kediri,102.04,"198222,01","168853,55","183533,76"
Kabupaten Kediri,102.04,"9534,86","10197,5","8271,57"
Kabupaten Lamongan,28.23,"792662,09","903882,29","798704,85"
Kabupaten Lumajang,38.89,"295075,52","300829,01","308646,08"
Kabupaten Madiun,33.6,"461798,12","401573,69","437593,08"
Kabupaten Madiun,33.6,"13505,81","11453,92","12169,62"
